sku,currency,price_level,min_quantity,unit_price,id
HCM : HCM-GDP,USA,Sample Price,48,1.5,88
HCM : HCM-GDC,USA,EQP,0,1.5,89
HCM : HCM-GDC,USA,EQP,48,1.5,90
HCM : HCM-GDC,USA,Net Price,0,1.5,91
HCM : HCM-GDC,USA,Net Price,48,1.5,92
HCM : HCM-GDC,USA,Online Price,0,1.875,93
HCM : HCM-GDC,USA,Online Price,48,1.875,94
HCM : HCM-GDC,USA,Sample Price,0,1.5,95
HCM : HCM-GDC,USA,Sample Price,48,1.5,96
HCM : HCM-CMP,USA,EQP,0,1.5,97
HCM : HCM-CMP,USA,EQP,48,1.5,98
HCM : HCM-CMP,USA,Net Price,0,1.5,99
HCM : HCM-CMP,USA,Net Price,48,1.5,100
HCM : HCM-CMP,USA,Online Price,0,1.875,101
HCM : HCM-CMP,USA,Online Price,48,1.875,102
HCM : HCM-CMP,USA,Sample Price,0,1.5,103
HCM : HCM-CMP,USA,Sample Price,48,1.5,104
HCM : HCM-CCM,USA,EQP,0,1.5,105
HCM : HCM-CCM,USA,EQP,48,1.5,106
HCM : HCM-CCM,USA,Net Price,0,1.5,107
HCM : HCM-CCM,USA,Net Price,48,1.5,108
HCM : HCM-CCM,USA,Online Price,0,1.875,109
HCM : HCM-CCM,USA,Online Price,48,1.875,110
HCM : HCM-CCM,USA,Sample Price,0,1.5,111
HCM : HCM-CCM,USA,Sample Price,48,1.5,112
HCM : HCM-CMS,USA,EQP,0,1.5,113
HCM : HCM-CMS,USA,EQP,48,1.5,114
HCM : HCM-CMS,USA,Net Price,0,1.5,115
HCM : HCM-CMS,USA,Net Price,48,1.5,116
HCM : HCM-CMS,USA,Online Price,0,1.875,117
HCM : HCM-CMS,USA,Online Price,48,1.875,118
HCM : HCM-CMS,USA,Sample Price,0,1.5,119
HCM : HCM-CMS,USA,Sample Price,48,1.5,120
HCM : HCM-DBC,USA,EQP,0,1.5,121
HCM : HCM-DBC,USA,EQP,48,1.5,122
HCM : HCM-DBC,USA,Net Price,0,1.5,123
HCM : HCM-DBC,USA,Net Price,48,1.5,124
HCM : HCM-DBC,USA,Online Price,0,1.875,125
HCM : HCM-DBC,USA,Online Price,48,1.875,126
HCM : HCM-DBC,USA,Sample Price,0,1.5,127
HCM : HCM-DBC,USA,Sample Price,48,1.5,128
HCM : HCM-DTR,USA,EQP,0,1.5,129
HCM : HCM-DTR,USA,EQP,48,1.5,130
HCM : HCM-DTR,USA,Net Price,0,1.5,131
HCM : HCM-DTR,USA,Net Price,48,1.5,132
HCM : HCM-DTR,USA,Online Price,0,1.875,133
HCM : HCM-DTR,USA,Online Price,48,1.875,134
HCM : HCM-DTR,USA,Sample Price,0,1.5,135
HCM : HCM-DTR,USA,Sample Price,48,1.5,136
HCM : HCM-MCO,USA,EQP,0,1.5,137
HCM : HCM-MCO,USA,EQP,48,1.5,138
HCM : HCM-MCO,USA,Net Price,0,1.5,139
HCM : HCM-MCO,USA,Net Price,48,1.5,140
HCM : HCM-MCO,USA,Online Price,0,1.875,141
HCM : HCM-MCO,USA,Online Price,48,1.875,142
HCM : HCM-MCO,USA,Sample Price,0,1.5,143
HCM : HCM-MCO,USA,Sample Price,48,1.5,144
HCM : HCM-SC,USA,EQP,0,1.5,145
HCM : HCM-SC,USA,EQP,48,1.5,146
HCM : HCM-SC,USA,Net Price,0,1.5,147
HCM : HCM-SC,USA,Net Price,48,1.5,148
HCM : HCM-SC,USA,Online Price,0,1.875,149
HCM : HCM-SC,USA,Online Price,48,1.875,150
HCM : HCM-SC,USA,Sample Price,0,1.5,151
HCM : HCM-SC,USA,Sample Price,48,1.5,152
HCM : HCM-WCC,USA,EQP,0,1.5,153
HCM : HCM-WCC,USA,EQP,48,1.5,154
HCM : HCM-WCC,USA,Net Price,0,1.5,155
HCM : HCM-WCC,USA,Net Price,48,1.5,156
HCM : HCM-WCC,USA,Online Price,0,1.875,157
HCM : HCM-WCC,USA,Online Price,48,1.875,158
HCM : HCM-WCC,USA,Sample Price,0,1.5,159
HCM : HCM-WCC,USA,Sample Price,48,1.5,160
HCM : HCM-WDC,USA,EQP,0,1.5,161
HCM : HCM-WDC,USA,EQP,48,1.5,162
HCM : HCM-WDC,USA,Net Price,0,1.5,163
HCM : HCM-WDC,USA,Net Price,48,1.5,164
HCM : HCM-WDC,USA,Online Price,0,1.875,165
HCM : HCM-WDC,USA,Online Price,48,1.875,166
HCM : HCM-WDC,USA,Sample Price,0,1.5,167
HCM : HCM-WDC,USA,Sample Price,48,1.5,168
